lon,lat,LCOE,max_elc,demand,co2,region,up_id,down_id,right_id,left_id,right_distance,left_distance,up_distance,down_distance,site_id,co2_cost
-120,54,0.05467616012658228,35419297.3648,0.0,160230.0,R50,R51,R49,R61,R39,196.71261177762548,196.71261177762548,333.9978578481248,333.8303058578461,R50,50
-120,57,0.059427186577181206,30296303.9752,21861.55759,0.0,R51,R52,R50,R62,R40,182.3019064120754,182.3019064120754,334.15893324043475,333.9978578481248,R51,50
-120,60,0.07321082330827068,21565082.4436,0.0,0.0,R52,R53,R51,R63,R41,167.3856623320569,167.3856623320569,334.3117494138862,334.15893324043475,R52,50
-120,63,0.060081442975206616,23685186.2304,271.8383073,0.0,R53,R54,R52,R64,R42,152.00468545469397,152.00468545469397,334.45461121896113,334.3117494138862,R53,50
-120,66,0.04974486607142857,28116072.9253,0.0,0.0,R54,R55,R53,R65,R43,136.2012022570748,136.2012022570748,334.5859304616568,334.45461121896113,R54,50
-120,69,0.03632751285714286,22075760.1485,0.471941506,0.0,R55,R56,R54,R66,R44,120.01874256123294,120.01874256123294,334.70424431105016,334.5859304616568,R55,50
-120,72,0.03463004464285714,19136717.1084,0.0,0.0,R56,R57,R55,R67,R45,103.5020151220522,103.5020151220522,334.80823238428104,334.70424431105016,R56,50
-120,75,0.032744190476190475,15131688.7754,0.0,0.0,R57,R58,R56,R68,R46,86.69677647368049,86.69677647368049,334.8967322749505,334.80823238428104,R57,50
-120,78,0.027626573333333335,6301434.1544,0.0,0.0,R58,R-999,R57,R69,R47,69.64969359892991,69.64969359892991,,334.8967322749505,R58,50
-117,48,0.09851072631578947,4800130.37222,0.0,116130.0,R59,R60,R-999,R70,R48,223.86193577281125,223.86193577281125,333.65812705441493,,R59,50
-117,51,0.07422351028571429,30656992.43845,199100.2283,64600.0,R60,R61,R59,R71,R49,210.57850274610283,210.57850274610283,333.8303058578461,333.65812705441493,R60,50
-117,54,0.05977521790123457,32410738.4032,10303.8045,228970.0,R61,R62,R60,R72,R50,196.71261177762548,196.71261177762548,333.9978578481248,333.8303058578461,R61,50
-117,57,0.05661998965517241,30413260.8333,0.0,202680.0,R62,R63,R61,R73,R51,182.3019064120754,182.3019064120754,334.15893324043475,333.9978578481248,R62,50
-117,60,0.06504434962406015,24393728.0161,591.8146481,0.0,R63,R64,R62,R74,R52,167.3856623320569,167.3856623320569,334.3117494138862,334.15893324043475,R63,50
-117,63,0.05608673949579832,25323966.2528,0.0,0.0,R64,R65,R63,R75,R53,152.00468545469397,152.00468545469397,334.45461121896113,334.3117494138862,R64,50
-117,66,0.04580380188679246,27283667.7724,0.0,0.0,R65,R66,R64,R76,R54,136.2012022570748,136.2012022570748,334.5859304616568,334.45461121896113,R65,50
-117,69,0.03711674533333333,24015445.4576,0.0,0.0,R66,R67,R65,R77,R55,120.01874256123294,120.01874256123294,334.70424431105016,334.5859304616568,R66,50
-117,72,0.036986713253012046,25775215.2412,40.11502798,0.0,R67,R68,R66,R78,R56,103.5020151220522,103.5020151220522,334.80823238428104,334.70424431105016,R67,50
-117,75,0.036779106,16189454.0277,0.0,0.0,R68,R69,R67,R79,R57,86.69677647368049,86.69677647368049,334.8967322749505,334.80823238428104,R68,50
-117,78,0.026199907692307692,10672452.2314,1.132659614,0.0,R69,R-999,R68,R80,R58,69.64969359892991,69.64969359892991,,334.8967322749505,R69,50
-114,48,0.045918978947368426,10641614.67047,2497.514448,0.0,R70,R71,R-999,R81,R59,223.86193577281125,223.86193577281125,333.65812705441493,,R70,50
-114,51,0.04437814535519126,45210832.5364,0.0,5490180.0,R71,R72,R70,R82,R60,210.57850274610283,210.57850274610283,333.8303058578461,333.65812705441493,R71,50
-114,54,0.04401491117647059,39636535.4992,166814.5211,4526860.0,R72,R73,R71,R83,R61,196.71261177762548,196.71261177762548,333.9978578481248,333.8303058578461,R72,50
-114,57,0.06300855517241379,26966663.1668,11245.23342,0.0,R73,R74,R72,R84,R62,182.3019064120754,182.3019064120754,334.15893324043475,333.9978578481248,R73,50
-114,60,0.05769016865671642,28489101.1271,0.0,0.0,R74,R75,R73,R85,R63,167.3856623320569,167.3856623320569,334.3117494138862,334.15893324043475,R74,50
-114,63,0.04474960082644628,32237548.5914,0.0,0.0,R75,R76,R74,R86,R64,152.00468545469397,152.00468545469397,334.45461121896113,334.3117494138862,R75,50
